id,date,time,continent_code,country_name,country_code,state/province,population,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities,source_name,source_link,Address,Date_time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude_rain,Longitude,Resolved Address,"Name, Info, Conditions",
7368,08/09/15,,NA,United States,US,Arizona,1443,LeChee,43.57781,Natural slope,36.7014,-111.886,"(36.7014, -111.886)",Landslide,Debris flow,Medium,Downpour,,0,0,St George News,http://www.stgeorgeutah.com/news/archive/2015/08/09/ccj-89-a-slide-detour/,"-0.2633,-78.5061",08/09/15,66.8,86,75,56.9,54.72,84.5,11.4,29.8,208.26,,0,0,0,9.9,17.6,1013.9,Light Rain,36.7014,-111.886,"36.7014,-111.88600000000001",Clear,
7399,4/13/07,,NA,United States,US,Pennsylvania,3165,Homestead,3.7449,Unknown,40.4267,-79.9468,"(40.426699999999997, -79.946799999999996)",Landslide,Landslide,Medium,Unknown,,0,0,WTAE,https://web.archive.org/web/20080423132842/http://www.thepittsburghchannel.com/news/11846833/detail.html,"39.9963,-111.3962",04/13/2007,35.8,48.8,40.5,27.7,62.59,,17.5,33.3,,25.9,0,4.17,,9.8,75.6,1018.3,"Light Snow, Light Rain",40.4267,-79.9468,"40.4267,-79.9468",Overcast,
7402,1/29/16,,SA,Colombia,CO,Huila,8044,Rivera,20.31227,Above road,2.7664,-75.074,"(2.7664, -75.073999999999998)",Landslide,Landslide,Small,Rain,,0,0,El Tiempo,http://www.eltiempo.com/archivo/documento/CMS-12482881,"14.4236,-90.4792",01/29/2016,78.4,96.8,89.4,67.5,49.88,102,11.4,,90.63,,0,0,,4.5,49.3,1005.3,"Precipitation In Vicinity, Smoke Or Haze",2.7664,-75.074,"2.7664,-75.074",Partially cloudy,
7403,4/29/11,12:00,SA,Ecuador,EC,Pichincha,1399814,Quito,4.25486,Above road,-0.2633,-78.5061,"(-0.26329999999999998, -78.506100000000004)",Landslide,Landslide,Medium,Rain,,1,0,El Comercio,http://www.elcomercio.com/actualidad/quito/caos-deslave-simon-bolivar.html,"14.6614,-90.9681",04/29/2011,46.4,66.2,56.3,49.6,79.82,,10.3,,144.35,,0.2,4.35,,6.3,76.9,,"Precipitation In Vicinity, Thunderstorm, Thunderstorm Without Precipitation, Fog, Rain Showers, Light Rain, Smoke Or Haze",-0.2633,-78.5061,"-0.2633,-78.5061","Rain, Overcast",
7407,08/02/15,13:50,NA,United States,US,Utah,7979,Mapleton,21.52246,Above road,39.9963,-111.3962,"(39.996299999999998, -111.39619999999999)",Landslide,Mudslide,Small,Downpour,,0,0,Daily Herald,http://www.heraldextra.com/news/local/south/rock-slide-blocking-traffic-in-spanish-fork-canyon/article_5b5184c0-37d3-5ce0-9dc0-28c0a4271f85.html,"14.6167,-90.6097",08/02/15,56.7,85,70,45.2,42.3,82.3,15.8,25.3,103.79,,0.1,12.5,0,11,27.2,1011,"Rain, Light Rain",39.9963,-111.3962,"39.9963,-111.3962","Rain, Partially cloudy",
7412,06/06/15,,NA,Guatemala,GT,Guatemala,28492,Fraijanes,6.19218,Above road,14.4236,-90.4792,"(14.4236, -90.479200000000006)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.conred.gob.gt/www/index.php?option=com_content&view=article&id=5377:boletin-informativo-no-3943-aproximadamente-8-mil-personas-afectadas-por-lluvias-del-sabado&catid=37:informativos&Itemid=1010,"14.5337,-90.5289",06/06/15,65,77.7,67.8,63.4,86.67,,13.5,,277.71,,0,0,,6.4,82.3,1012.8,"Drizzle, Mist, Precipitation In Vicinity, Light Drizzle, Thunderstorm, Thunderstorm Without Precipitation",14.4236,-90.4792,"14.4236,-90.4792",Overcast,
7413,9/27/15,,NA,Guatemala,GT,Chimaltenango,16494,Patzicía,5.52205,Above road,14.6614,-90.9681,"(14.6614, -90.968100000000007)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos,"14.7038,-91.0873",09/27/2015,63.4,74.8,68.2,63.2,85.16,,11.3,,116.96,,0.08,4.17,,5.3,79,1010.5,"Mist, Heavy Drizzle, Light Drizzle, Precipitation In Vicinity, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain",14.6614,-90.9681,"14.6614,-90.9681","Rain, Overcast",
7414,9/27/15,,NA,Guatemala,GT,Guatemala,473080,Mixco,1.87009,Above road,14.6167,-90.6097,"(14.6167, -90.609700000000004)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos,"14.744000000000002,-91.1344",09/27/2015,64.5,75.3,68,64,87.58,,9.2,,111.13,,0.29,8.33,,5.7,78.6,1010.5,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain, Light Rain, Sky Unchanged",14.6167,-90.6097,"14.6167,-90.6097","Rain, Overcast",
7415,9/27/15,,NA,Guatemala,GT,Guatemala,141455,Petapa,4.20726,Above road,14.5337,-90.5289,"(14.5337, -90.528899999999993)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos,"14.6317,-90.4792",09/27/2015,64.5,75.2,68,64,87.61,,9.2,,110.96,,0.29,8.33,,5.6,78.4,1010.4,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain, Light Rain, Sky Unchanged",14.5337,-90.5289,"14.5337,-90.5289","Rain, Overcast",
7416,9/27/15,,NA,Guatemala,GT,Sololá,3588,San Antonio Palopó,3.18658,Above road,14.7038,-91.0873,"(14.703799999999999, -91.087299999999999)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos,"14.6297,-90.5025",09/27/2015,62.4,75.9,67.2,62.1,85.02,,11.5,,129.17,,0.08,4.17,,5.3,82,1010.5,"Drizzle, Mist, Heavy Drizzle, Light Drizzle, Precipitation In Vicinity, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain, Light Rain",14.7038,-91.0873,"14.7038,-91.0873","Rain, Overcast",
7417,9/27/15,,NA,Guatemala,GT,Sololá,2605,San Andrés Semetabaj,0.6704,Above road,14.744,-91.1344,"(14.744, -91.134399999999999)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos,"14.6219,-90.5119",09/27/2015,61.6,75.8,66.7,61.6,84.98,,12,,129.17,,0.08,4.17,,5.3,83.1,1010.5,"Drizzle, Mist, Heavy Drizzle, Light Drizzle, Precipitation In Vicinity, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain, Light Rain",14.744,-91.1344,"14.744000000000002,-91.1344","Rain, Overcast",
7418,9/27/15,,NA,Guatemala,GT,Guatemala,994938,Guatemala City,3.80312,Urban area,14.6317,-90.4792,"(14.6317, -90.479200000000006)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_detail/conred-boletin-informativo-no-4038-lluvias-del-domingo-generaron-22-incidentes-en-6-departamentos,"14.6277,-90.4862",09/27/2015,64.4,75.2,67.9,63.9,87.63,,9.2,,109.13,,0.08,4.17,,5.6,78.5,1010.4,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain",14.6317,-90.4792,"14.6317,-90.4792","Rain, Overcast",
7419,9/27/15,,NA,Guatemala,GT,Guatemala,994938,Guatemala City,1.6829,Urban area,14.6297,-90.5025,"(14.6297, -90.502499999999998)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_download/17080,"14.6268,-90.4842",09/27/2015,64.4,75.2,67.9,63.9,87.63,,9.2,,109.13,,0.08,4.17,,5.6,78.5,1010.5,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain",14.6297,-90.5025,"14.6297,-90.5025","Rain, Overcast",
7420,9/27/15,,NA,Guatemala,GT,Guatemala,994938,Guatemala City,2.08425,Urban area,14.6219,-90.5119,"(14.6219, -90.511899999999997)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_download/17080,"14.6217,-90.4956",09/27/2015,64.4,75.2,67.9,63.9,87.63,,9.2,,109.13,,0.08,4.17,,5.6,78.5,1010.5,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain",14.6219,-90.5119,"14.6219,-90.5119","Rain, Overcast",
7421,9/27/15,,NA,Guatemala,GT,Guatemala,994938,Guatemala City,3.25675,Unknown,14.6277,-90.4862,"(14.627700000000001, -90.486199999999997)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_download/17080,"14.6281,-90.5065",09/27/2015,64.4,75.2,67.9,63.9,87.63,,9.2,,109.13,,0.08,4.17,,5.6,78.5,1010.4,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain",14.6277,-90.4862,"14.6277,-90.4862","Rain, Overcast",
7422,9/27/15,,NA,Guatemala,GT,Guatemala,994938,Guatemala City,3.49341,Unknown,14.6268,-90.4842,"(14.626799999999999, -90.484200000000001)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_download/17080,"14.6429,-90.5352",09/27/2015,64.4,75.2,67.9,63.9,87.63,,9.2,,109.13,,0.08,4.17,,5.6,78.5,1010.4,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain",14.6268,-90.4842,"14.6268,-90.4842","Rain, Overcast",
7423,9/27/15,,NA,Guatemala,GT,Guatemala,994938,Guatemala City,1.83863,Urban area,14.6217,-90.4956,"(14.621700000000001, -90.495599999999996)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_download/17080,"14.617,-90.4997",09/27/2015,64.4,75.2,67.9,63.9,87.63,,9.2,,109.13,,0.08,4.17,,5.6,78.5,1010.4,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain",14.6217,-90.4956,"14.6217,-90.4956","Rain, Overcast",
7424,9/27/15,,NA,Guatemala,GT,Guatemala,994938,Guatemala City,1.57381,Urban area,14.6281,-90.5065,"(14.6281, -90.506500000000003)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_download/17080,"14.9233,-91.1352",09/27/2015,64.4,75.2,67.9,63.9,87.63,,9.2,,109.13,,0.08,4.17,,5.6,78.5,1010.5,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain",14.6281,-90.5065,"14.6281,-90.5065","Rain, Overcast",
7425,9/27/15,,NA,Guatemala,GT,Guatemala,994938,Guatemala City,1.70147,Urban area,14.6429,-90.5352,"(14.642899999999999, -90.535200000000003)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_download/17080,"14.689,-90.4902",09/27/2015,64.4,75.2,67.9,63.9,87.63,,9.2,,109.13,,0.08,4.17,,5.6,78.6,1010.5,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain",14.6429,-90.5352,"14.6429,-90.5352","Rain, Overcast",
7426,9/27/15,,NA,Guatemala,GT,Guatemala,994938,Guatemala City,3.00314,Unknown,14.617,-90.4997,"(14.617000000000001, -90.499700000000004)",Landslide,Landslide,Medium,Rain,,0,0,CONRED,http://www.redhum.org/documento_download/17080,"14.6881,-90.486",09/27/2015,64.4,75.2,67.9,63.9,87.63,,9.2,,109.13,,0.08,4.17,,5.6,78.5,1010.4,"Mist, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain",14.617,-90.4997,"14.617,-90.4997","Rain, Overcast",
7427,9/27/15,,NA,Guatemala,GT,Quiché,79759,Chichicastenango,2.27725,Unknown,14.9233,-91.1352,"(14.923299999999999, -91.135199999999998)",Landslide,Landslide,Medium,Rain,,1,2,CONRED,http://www.redhum.org/documento_download/17080,"17.3768,-92.7439",09/27/2015,58.5,74.1,64.3,59.9,86.97,,10.4,,121.79,,0.81,4.17,,5.4,88,1010.5,"Drizzle, Mist, Heavy Drizzle, Light Drizzle, Precipitation In Vicinity, Thunderstorm, Rain, Thunderstorm Without Precipitation, Heavy Rain, Light Rain, Sky Unchanged",14.9233,-91.1352,"14.9233,-91.1352","Rain, Overcast",
7428,07/11/15,Morning,NA,Guatemala,GT,Guatemala,97172,Chinautla,2.36376,Urban area,14.689,-90.4902,"(14.689, -90.490200000000002)",Landslide,Landslide,Medium,Rain,,0,0,Floodlist,http://floodlist.com/america/350-evacuated-after-heavy-rain-causes-landslide-in-guatemala,"17.91,-92.8956",07/11/15,62.6,75.2,67.6,60.9,80.8,,20.8,,274.17,,0.02,4.17,,7.4,80.8,1015.5,"Drizzle, Light Drizzle, Sky Unchanged",14.689,-90.4902,"14.689,-90.4902","Rain, Overcast",
7429,11/23/15,,NA,Guatemala,GT,Guatemala,97172,Chinautla,2.66358,Unknown,14.6881,-90.486,"(14.6881, -90.486000000000004)",Landslide,Landslide,Medium,Rain,,6,0,Avance Mundial,http://www.avancemundial.com/actualidad/nuevo-deslizamiento-en-guatemala-deja-seis-heridos/,"14.5558,-90.7998",11/23/2015,62.6,66.5,64.4,61.7,91.08,,13.9,,248.75,,0,4.17,,6.1,87.2,1014.7,"Drizzle, Mist, Light Drizzle, Precipitation In Vicinity",14.6881,-90.486,"14.6881,-90.486",Overcast,
7430,10/07/15,,NA,Mexico,MX,Tabasco,1042,Libertad,4.8168,Unknown,17.3768,-92.7439,"(17.376799999999999, -92.743899999999996)",Landslide,Landslide,Medium,Rain,,0,0,Tabasco Hoy,http://www.tabascohoy.com/2/notas/273505/dejan-lluvias-deslizamientos-e-inundaciones-en-la-sierra,"15.5779,-89.7321",10/07/15,56.9,77.1,69.5,66.5,90.39,,6.7,,131.25,,0.04,9.09,,4.4,54.3,1016,"Light Drizzle, Sky Coverage Increasing",17.3768,-92.7439,"17.3768,-92.7439","Rain, Partially cloudy",
7431,10/07/15,,NA,Mexico,MX,Tabasco,2500,Huapinol,2.15703,Unknown,17.91,-92.8956,"(17.91, -92.895600000000002)",Landslide,Landslide,Medium,Rain,,0,0,Tabasco Hoy,http://www.tabascohoy.com/2/notas/273505/dejan-lluvias-deslizamientos-e-inundaciones-en-la-sierra,"14.2202,-91.2264",10/07/15,75.1,80.3,77.2,74.9,92.6,86.8,5.8,,158.57,,0.05,12.5,,3.6,71.7,1014.1,"Light Drizzle, Sky Coverage Increasing",17.91,-92.8956,"17.91,-92.8956","Rain, Partially cloudy",
7432,9/23/15,,NA,Guatemala,GT,Sacatepéquez,3214,Santa Catarina Barahona,1.452,Unknown,14.5558,-90.7998,"(14.5558, -90.799800000000005)",Landslide,Landslide,Medium,Continuous rain,,0,0,Prensa Libre,http://www.prensalibre.com/guatemala/comunitario/constante-lluvia-provoca-primeras-desastres-en-la-provincia,"14.4758,-90.5312",09/23/2015,64.5,77.8,68.2,64.3,88.13,,10.2,,199.38,,0.68,4.17,,5.7,83.7,1010.2,"Drizzle, Mist, Light Drizzle, Precipitation In Vicinity, Rain, Thunderstorm Without Precipitation, Heavy Rain, Light Rain, Sky Unchanged",14.5558,-90.7998,"14.5558,-90.7998","Rain, Overcast",
7433,10/15/15,,NA,Guatemala,GT,Alta Verapaz,4671,Cahabón,5.14479,Unknown,15.5779,-89.7321,"(15.5779, -89.732100000000003)",Landslide,Landslide,Medium,Rain,,0,1,El Periodico,http://elperiodico.com.gt/2015/10/20/pais/para-insivumeh-lluvia-es-fuerte-pero-diferente-a-la-del-mitch/,"14.7568,-91.1338",10/15/2015,68.1,79.2,74.7,68,80.14,,8.2,,156.31,,0,0,,5.1,94.5,,"Heavy Drizzle, Mist, Light Drizzle, Heavy Rain, Light Rain",15.5779,-89.7321,"15.5779,-89.7321",Overcast,
7434,05/04/15,13:32,NA,Guatemala,GT,Escuintla,11121,Nueva Concepción,8.25465,Above road,14.2202,-91.2264,"(14.2202, -91.226399999999998)",Landslide,Landslide,Medium,Unknown,,0,0,Prensa Libre,http://www.prensalibre.com/guatemala/escuintla/deslizamiento-afecto-servicio-de-energia-electrica,"17.2183,-88.8519",05/04/15,68.2,87.6,79.8,72.3,79.29,94.2,12.4,,106.54,,0,0,,5.6,32.6,1011,"Mist, Precipitation In Vicinity, Rain, Thunderstorm Without Precipitation, Smoke Or Haze",14.2202,-91.2264,"14.2202,-91.2264",Partially cloudy,
7435,11/24/15,,NA,Guatemala,GT,Guatemala,122194,Villa Canales,0.65744,Retaining wall,14.4758,-90.5312,"(14.4758, -90.531199999999998)",Landslide,Landslide,Small,Rain,,0,0,Prensa Libre,http://www.prensalibre.com/guatemala/comunitario/madre-alcanzo-a-empujar-a-su-hija-para-salvarla-de-deslizamiento,"13.8464,-89.4502",11/24/2015,62.9,73.9,66.1,61.3,85.27,,15.9,,273.08,,0,0,,7,83.5,1013.7,"Light Drizzle, Precipitation In Vicinity, Sky Unchanged",14.4758,-90.5312,"14.4758,-90.5312",Overcast,
7436,09/06/15,Afternoon,NA,Guatemala,GT,Sololá,2605,San Andrés Semetabaj,0.75685,Above road,14.7568,-91.1338,"(14.7568, -91.133799999999994)",Landslide,Debris flow,Medium,Rain,,0,0,Diario de Centro America,http://www.dca.gob.gt/index.php/nacional/item/34836-reportan-derrumbe-en-solol%C3%A1,"14.7159,-91.8708",09/06/15,58.9,74,64.7,60,85.87,,13.9,,179.67,,0.03,4.17,,5.4,75.7,1014.1,"Mist, Precipitation In Vicinity, Light Drizzle, Thunderstorm, Rain, Thunderstorm Without Precipitation, Sky Unchanged",14.7568,-91.1338,"14.7568,-91.1338","Rain, Overcast",
7437,11/24/15,10:00,NA,Belize,BZ,Cayo,13381,Belmopan,9.71758,Above road,17.2183,-88.8519,"(17.218299999999999, -88.851900000000001)",Landslide,Rockfall,Small,Mining digging,,0,0,Plus TV,http://www.plustvbelize.com/landslide-in-arizona-village-blocks-road-for-hours/,"13.7178,-89.2685",11/24/2015,75,82.5,78.3,73.7,86.5,88.5,10.3,,266.19,,0,0,,7.8,65,1014.5,Light Drizzle,17.2183,-88.8519,"17.2183,-88.8519",Partially cloudy,
7438,7/18/15,,NA,El Salvador,SV,Santa Ana,10095,Ciudad Arce,1.1581,Above road,13.8464,-89.4502,"(13.846399999999999, -89.450199999999995)",Landslide,Landslide,Small,Rain,,0,0,La Prensa,http://www.laprensagrafica.com/2015/07/18/lluvias-causan-derrumbe-en-carretera-a-santa-ana,"13.7147,-89.3625",07/18/2015,71.9,86.5,79.5,72.1,78.87,93.7,18,19.7,144.41,,0.01,4.17,,6.1,48.5,1014.9,"Precipitation In Vicinity, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Smoke Or Haze",13.8464,-89.4502,"13.8464,-89.4502","Rain, Partially cloudy",
7439,10/06/15,,NA,Guatemala,GT,Quetzaltenango,45654,Coatepeque,1.81216,Above road,14.7159,-91.8708,"(14.7159, -91.870800000000003)",Landslide,Landslide,Small,Rain,,0,0,Canal Antigua,https://canalantigua.tv/derrumbe-en-coatepeque/,"13.8457,-89.7445",10/06/15,57.2,92.9,73.4,66.5,80.09,107.8,11.4,,94.33,,0.04,4.17,,7.4,53,1011.7,"Mist, Precipitation In Vicinity, Thunderstorm, Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",14.7159,-91.8708,"14.7159,-91.8708","Rain, Partially cloudy",
7440,11/03/15,1:00,NA,El Salvador,SV,La Libertad,124694,Santa Tecla,4.67722,Unknown,13.7178,-89.2685,"(13.7178, -89.268500000000003)",Landslide,Mudslide,Medium,Rain,,0,0,El Salvador Noticias,http://www.elsalvadornoticias.net/2015/11/03/deslave-en-colonia-escalon-por-desborde-quebrada-las-lajas/,"13.9616,-86.56299999999999",11/03/15,72,88,79.8,74.4,84.44,98.8,10.2,,218.95,,2.6,8.7,,6,54.6,1010.8,"Mist, Precipitation In Vicinity, Rain, Thunderstorm, Light Rain, Smoke Or Haze",13.7178,-89.2685,"13.7178,-89.2685","Rain, Partially cloudy",
7441,11/04/15,,NA,El Salvador,SV,La Libertad,124694,Santa Tecla,9.87553,Retaining wall,13.7147,-89.3625,"(13.714700000000001, -89.362499999999997)",Landslide,Other,Small,Rain,,1,0,Tele El Salvador,http://www.teleelsalvador.com/noticias/deslaves-en-colonia-escalon-dejan-carros-danados-y-calles-cerradas/,"9.9574,-84.0879",11/04/15,69.8,87.6,78,71.8,82.98,95.9,8,23,243.48,,0,0,,6.1,37.2,,"Lightning Without Thunder, Thunderstorm, Rain, Thunderstorm Without Precipitation, Light Rain",13.7147,-89.3625,"13.7147,-89.3625",Partially cloudy,
7442,10/19/15,,NA,El Salvador,SV,Sonsonate,9936,Juayúa,0.49346,Unknown,13.8457,-89.7445,"(13.845700000000001, -89.744500000000002)",Landslide,Landslide,Medium,Downpour,,1,0,El Heraldo,http://www.elheraldo.hn/mundo/892045-217/cuatro-muertos-por-persistentes-lluvias-en-el-salvador,"19.1331,-97.1317",10/19/2015,71.6,77,73.5,71.4,93.18,,10.3,,176.47,,0,0,,5.8,33.9,,"Drizzle, Mist, Rain, Light Rain",13.8457,-89.7445,"13.8457,-89.7445",Partially cloudy,
7443,06/09/15,,NA,Honduras,HN,El Paraíso,1160,,1.90052,Above road,13.9616,-86.563,"(13.961600000000001, -86.563000000000002)",Landslide,Landslide,Medium,Unknown,,0,0,La Tribuna,http://www.latribuna.hn/2015/06/09/lluvias-dejan-escuelas-danadas-y-deslaves-en-tegucigalpa/,"14.1105,-87.2507",06/09/15,66.2,82.4,71.4,67.2,88.4,84.6,11.4,,94.09,,0.91,8.7,,5.3,87.1,1013,"Mist, Light Drizzle, Thunderstorm, Thunderstorm Without Precipitation, Smoke Or Haze",13.9616,-86.563,"13.9616,-86.56299999999999","Rain, Overcast",
7444,10/29/15,,NA,Costa Rica,CR,San José,26047,San Juan,0.72957,Above road,9.9574,-84.0879,"(9.9573999999999998, -84.087900000000005)",Landslide,Landslide,Medium,Rain,,0,0,La Nacion,http://www.nacion.com/nacional/transportes/Deslizamiento-Tibas-afecta-servicio-Heredia_0_1521048003.html,"14.0651,-87.182",10/29/2015,64.4,83,71.3,64.3,78.63,83.5,15.8,,95.33,,0.06,8.33,,6.6,32.6,1012.5,"Lightning Without Thunder, Precipitation In Vicinity, Rain, Thunderstorm Without Precipitation, Rain Showers",9.9574,-84.0879,"9.9574,-84.0879","Rain, Partially cloudy",
7445,9/17/15,,NA,Mexico,MX,Veracruz,1005,Cruz Verde,2.478,Deforested slope,19.1331,-97.1317,"(19.133099999999999, -97.131699999999995)",Landslide,Landslide,Medium,Rain,,0,6,El Diario,http://www.eldiariony.com/2015/09/17/deslizamiento-de-cerro-en-veracruz-deja-seis-muertos/,"13.5807,-86.9101",09/17/2015,63.8,79.1,69.3,65.3,88.51,,5.4,17.9,194.75,,2.94,75,,9.8,46.9,1013.9,"Drizzle, Mist, Light Drizzle, Thunderstorm, Light Rain, Sky Coverage Increasing, Sky Unchanged",19.1331,-97.1317,"19.1331,-97.1317","Rain, Partially cloudy",
7446,9/28/15,,NA,Honduras,HN,Francisco Morazán ,1438,El Lolo,1.85897,Urban area,14.1105,-87.2507,"(14.1105, -87.250699999999995)",Landslide,Landslide,Medium,Rain,,0,0,Floodlist,http://floodlist.com/america/honduras-floods-homes-schools-damaged,"13.2861,-87.0329",09/28/2015,67.8,87.7,74.2,69.3,86.97,95.9,9.1,,110.29,,0.69,25,,4.3,85.6,1010,"Lightning Without Thunder, Mist, Precipitation In Vicinity, Light Drizzle, Rain, Thunderstorm, Thunderstorm Without Precipitation, Light Rain, Smoke Or Haze",14.1105,-87.2507,"14.1105,-87.2507","Rain, Overcast",
7447,9/28/15,,NA,Honduras,HN,Francisco Morazán ,850848,Tegucigalpa,3.25281,Retaining wall,14.0651,-87.182,"(14.065099999999999, -87.182000000000002)",Landslide,Other,Small,Downpour,,0,0,Floodlist,http://floodlist.com/america/honduras-floods-homes-schools-damaged,"9.2619,-79.8164",09/28/2015,67.8,87.8,74.2,69.3,86.84,95.9,9.2,,110.08,,0.68,25,,4.3,85.9,1010,"Lightning Without Thunder, Mist, Precipitation In Vicinity, Light Drizzle, Rain, Thunderstorm, Thunderstorm Without Precipitation, Light Rain, Smoke Or Haze",14.0651,-87.182,"14.0651,-87.182","Rain, Overcast",
7448,06/11/15,,NA,Honduras,HN,Choluteca,1164,Duyure,11.67237,Above road,13.5807,-86.9101,"(13.5807, -86.9101)",Landslide,Landslide,Medium,Rain,,0,0,El Heraldo,http://www.elheraldo.hn/regionales/848812-218/incomunicados-vecinos-del-municipio-de-morolica,"9.4405,-79.7754",06/11/15,66.2,88.8,76.8,69.5,80.46,93.6,7.7,,146,,3.49,20.83,,6.1,86.9,1011.1,"Lightning Without Thunder, Mist, Precipitation In Vicinity, Light Drizzle, Thunderstorm, Rain, Light Rain, Sky Coverage Increasing, Smoke Or Haze",13.5807,-86.9101,"13.5807,-86.9101","Rain, Overcast",
7449,12/15/15,,NA,Honduras,HN,Choluteca,1199,Corpus,0.36987,Mine construction,13.2861,-87.0329,"(13.286099999999999, -87.032899999999998)",Landslide,Rockfall,Small,Rain,,0,1,La Prensa,http://www.laprensa.hn/sucesos/911394-410/minero-muere-soterrado-en-el-corpus-choluteca,"9.3626,-79.8221",12/15/2015,74.9,94.5,86.5,74.7,69.18,109,4.7,,316.33,,1.1,15.38,,7.8,61.6,1008.8,"Rain, Smoke Or Haze",13.2861,-87.0329,"13.2861,-87.0329","Rain, Partially cloudy",
7450,09/07/15,,NA,Panama,PA,Colón,0,Nueva Providencia,0.18619,Unknown,9.2619,-79.8164,"(9.2619000000000007, -79.816400000000002)",Landslide,Landslide,Medium,Downpour,,0,0,Panamá América,http://www.panamaamerica.com.pa/provincias/un-colegio-y-20-casas-afectadas-por-las-lluvias-en-colon-991260,"9.1805,-79.0896",09/07/15,74.9,78.8,77,74.7,92.61,,4,,31.11,,0,0,,6,42,,"Precipitation In Vicinity, Light Rain",9.2619,-79.8164,"9.2619,-79.8164",Partially cloudy,
7451,07/02/15,,NA,Panama,PA,Colón,1146,María Chiquita,2.28589,Mine construction,9.4405,-79.7754,"(9.4405000000000001, -79.775400000000005)",Landslide,Other,Medium,Construction,,0,1,El Siglo,http://elsiglo.com/panama/alud-tierra-obrero-colon-muere/23876592,"14.4837,-87.7152",07/02/15,78.8,92.9,84.5,75.5,74.9,103.1,11.3,,267.96,,0,0,,5.9,28.9,,,9.4405,-79.7754,"9.4405,-79.7754",Partially cloudy,
7452,11/16/15,,NA,Panama,PA,Colón,29607,Cativá,0.63948,Unknown,9.3626,-79.8221,"(9.3626000000000005, -79.822100000000006)",Landslide,Landslide,Medium,Rain,,0,0,dia a dia,http://www.diaadia.com.pa/el-pa%C3%ADs/deslizamiento-de-tierra-afecta-residencia-en-col%C3%B3n-282751,"14.9064,-87.59299999999999",11/16/2015,73.9,78.8,76.4,75.7,97.86,,6.9,,105.92,,0,0,,5.7,88.2,,"Drizzle, Light Drizzle, Rain, Thunderstorm, Light Rain",9.3626,-79.8221,"9.3626,-79.8221",Overcast,
